adult,backdrop_path,genre_ids,movie_id,original_language,original_title,overview,popular,poster_path,upcoming,title,video,vote_average,vote_count
False,/t3vYOq09cLngAedVKn3Bbo6WMlR.jpg,[27],660001,en,Dead & Beautiful,"A group of young and spoiled rich kids turn into vampires after a night out, changing the course of their lives and driving a wedge between them all.",18.022,/ra8ig6j5zwfJiTDCrhtSqxjPRYM.jpg,2021-12-03,Dead & Beautiful,False,0.0,0
False,/AjykZQ9ncgyJoHpMTquDRUAv5VO.jpg,[18],592695,en,Pleasure,20-year-old Bella Cherry leaves her small town in Sweden for Los Angeles with the aim to become the world's next big porn star but the road to her goal turns out to be bumpier than she imagined.,17.988,/z3tgSCR2J7dNOq3Dz3WidOPoqnY.jpg,2021-10-08,Pleasure,False,6.4,19
False,/wG0GWASjQ9FnTOVZXzEu7T8plu9.jpg,"[16, 18]",13398,ja,東京ゴッドファーザーズ,"During a Christmas Eve in Tokyo, three homeless people, middle-aged alcoholic Gin, former drag queen Hana, and dependent runaway girl Miyuki, discover an abandoned newborn while looking through the garbage. With only a handful of clues to the baby's identity, the three misfits search the city to find its parents.",14.376,/ukhvxpVcBsb1MpRRwiqEIwyKdUX.jpg,2003-12-29,Tokyo Godfathers,False,7.9,671
False,/dmZfiaSvBoCMTdyUsEqGql4yqul.jpg,"[16, 18, 10749]",652837,ja,ジョゼと虎と魚たち,"With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",17.746,/z1D8xi9x4uEhyFruo7uEHXUMD4K.jpg,2020-12-25,"Josee, the Tiger and the Fish",False,8.7,136
False,/65PhX3t6AzriE1az4Gp9ZWM2fal.jpg,"[18, 10749]",713,en,The Piano,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",13.006,/rx8RKXn8OtuS6lqloYsjyrGOUp4.jpg,1993-05-19,The Piano,False,7.4,1014
False,/eMouKWkSQ8Un4k4W7fFeWS0i1OH.jpg,[18],644089,en,Blue Bayou,"As a Korean-American man raised in the Louisiana bayou works hard to make a life for his family, he must confront the ghosts of his past as he discovers that he could be deported from the only country he has ever called home.",16.576,/a4xykTie8BOSW0y6K5u1AcmW4HW.jpg,2021-09-10,Blue Bayou,False,7.3,27
False,/qyCFlYcxdgU4Dodfw4QWtK59Trk.jpg,[18],619594,en,My Salinger Year,"A college grad takes a clerical job working for the literary agent of the renowned, reclusive writer J.D. Salinger.",16.311,/dC4IBKaCLFwnQlGmsYT8mr0Sp4n.jpg,2021-01-14,My Salinger Year,False,6.3,58
False,/co1ItuquxZjxLqbjjCLwK9ADkS.jpg,[35],505436,fr,Qu'est-ce qu'on a encore fait au Bon Dieu ?,"Claude and Marie Verneuil face a new crisis. The four spouses of their daughters, David, Rachid, Chao and Charles decided to leave France for various reasons. Here they are imagining their lives elsewhere.",16.066,/kbLoWIpeZ7FthyP6diSdsDGpzr8.jpg,2019-01-30,Serial (Bad) Weddings 2,False,5.9,1011
False,/fDqNxiFdVZv1zSdhdjdAqK1rO7v.jpg,"[28, 18, 53, 10749]",10413,en,Nowhere to Run,Escaped convict Sam Gillen single-handedly takes on ruthless developers who are determined to evict a widow with two young children.,14.159,/c8ADJ1emBBokgXkzmPCl5mIZBKy.jpg,1993-01-15,Nowhere to Run,False,6.3,474
False,/3xTWG4j9GSUKgkcSR4GeCkd103p.jpg,"[9648, 80, 18]",597208,en,Nightmare Alley,An ambitious young carny with a talent for manipulating people with a few well-chosen words hooks up with a female psychiatrist who is even more dangerous than he is.,15.847,/cPNehMX9hRzm2GvfsajNr4VPXHc.jpg,2021-12-02,Nightmare Alley,False,0.0,0
False,/tTcDNgjfDFMJJyc5wJUPMuUpkkk.jpg,[878],795778,en,Night Raiders,"The year is 2043. A military occupation controls disenfranchised cities in post-war North America. Children are property of the State. A desperate Cree woman joins an underground band of vigilantes to infiltrate a State children’s academy and get her daughter back. Night Raiders is a female-driven dystopian drama about resilience, courage and love.",15.723,/qOGDC4qbQmdxT6RG4iiD23ZIHhn.jpg,2021-10-08,Night Raiders,False,7.0,6
False,/fektRQU2rpCpiR9Ixa0B6eMA2ME.jpg,"[18, 53]",594691,fr,Amants,"Set in Paris the story follows Lisa, who, while on vacation with her husband, rekindles a passionate affair with her ex-boyfriend. But that may lead to a murder.",14.752,/qfR0MzhqBW1wIAo3Hzo2MgmAfyG.jpg,2021-11-17,Lovers,False,5.3,5
False,/srDyClcl2J0L3ZP9tpahwoTcNxj.jpg,"[28, 53, 80]",787310,en,Survive the Game,"When cop David is injured in a drug bust gone wrong, his partner Cal chases the two criminals who shot him. They all land at a remote farm owned by troubled vet Eric, and as Cal and Eric plot their defense, more of the gang arrives - along with a wounded David. Outnumbered, the three heroes must use stealth, smarts, and good shooting to take down the drug-dealing mob.",13.936,/xF1uc2pEf34X2G41wvZaF5H0V7C.jpg,2021-10-08,Survive the Game,False,6.1,46
False,/9OE62lhp5FPNJMfKXodegVLjHUA.jpg,"[16, 10751]",823609,en,Monster Family 2,"To free Baba Yaga and Renfield from the clutches of Monster Hunter Mila Starr, the Wishbone Family once more transforms into a Vampire, Frankenstein's Monster, a Mummy and a Werewolf. Aided and abetted by their three pet bats, our Monster Family zooms around the world again to save their friends, make new monstrous acquaintances and finally come to the realization that ‘Nobody’s Perfect’ – even those with flaws can find happiness.",13.887,/em2NLSbVj49NjpdqmaKYuqKYZET.jpg,2021-01-13,Monster Family 2,False,5.8,4
False,/atWI8M3VZKJsBwV3ucrPYwXEuuL.jpg,[18],722778,it,È stata la mano di Dio,"Fabietto Schisa, a boy in 1980s Naples whose teenage years are marked by unexpected joys like the arrival of football legend Diego Maradona, and an equally unexpected tragedy. Fate plays its part, joy and tragedy intertwine, and Fabietto’s future is set in motion in a tale of family, sports and cinema, love and loss.",13.449,/kreVxr5moB7K52IGGV1BGAn6nq1.jpg,2021-11-24,The Hand of God,False,0.0,0
False,/vpXeDFxCKmRtVCeWwt7ODOwYDmB.jpg,"[35, 18]",603206,en,Dream Horse,"The inspiring true story of Dream Alliance, an unlikely race horse bred by small town bartender, Jan Vokes. With very little money and no experience, Jan convinces her neighbors to chip in their meager earnings to help raise Dream and compete with the racing elites. Their investment pays off as Dream rises through the ranks and becomes a beacon of hope in their struggling community.",13.408,/eByrTo3s4VQqKGlZwxEPymSfpeA.jpg,2021-05-21,Dream Horse,False,7.1,36
False,/6UxCO59sdhvp43OCkrYx4EX61J.jpg,[18],766798,es,Madres paralelas,"Two unmarried women who have become pregnant by accident and are about to give birth meet in a hospital room: Janis, middle-aged, unrepentant and happy; Ana, a teenager, remorseful and frightened.",13.348,/gDaxYkYNbHuM2VlUazbcpnFZB6d.jpg,2021-10-08,Parallel Mothers,False,6.9,85
False,/1KIWr83GPeO1Z54lndzs2H4OoBe.jpg,"[18, 53]",663260,fr,Boîte noire,"Matthieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet, when the case is closed by authorities, Matthieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again, he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders, Matthieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threatan far more than his career...",13.284,/jIfFFC4YwiI8TVaGtbl1eT9BRaI.jpg,2021-09-08,Black Box,False,7.8,242
False,/dExOC8BRQVaTeFp0XGVTAxPzQHU.jpg,"[9648, 16, 28, 80, 10749, 53]",662638,ja,名探偵コナン 緋色の弾丸,"At the opening ceremony of the WSG (World Sports Games) Tokyo Games, a sports festival held once every four years, it is announced that the world's first vacuum superconducting maglev with a maximum speed of 1,000 kilometers per hour will open. While attracting attention from around the world, top executives of large companies are kidnapped from the party venue where WSG tournament sponsors gather. Conan moves toward a solution and eventually finds a connection with the WSG abduction case that occurred 15 years ago in Boston, USA.",13.236,/fnDNBzt3jIOvA3xnnGXYYHnh0dZ.jpg,2021-04-16,Detective Conan: The Scarlet Bullet,False,7.2,20
